bike_name,Price,Rating,Engine,Mileage,Max_Power,Fuel_Capacity,Top_Speed,Tyre_Type,Kerb_Weight,Max_Torque
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Royal Enfield Continental GT 650,353105,4.3,647 CC,27 Kmpl,47.4 PS,12.5 Liters,170 kmph,Tube,214 Kg,52.3 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Hero Splendor Plus,74902,4,97 CC,70 Kmpl,8.02 PS,9.8 Liters,87 kmph,Tubeless,112 Kg,8.05 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Classic 350,182658,4.3,349 CC,37.77 Kmpl,20.21 PS,13 Liters,120 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Royal Enfield Bullet 350,162025,4.3,349 CC,37 Kmpl,20.21 PS,13 Liters,110 kmph,Tube,195 Kg,27 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Honda SP 125,87878,4.4,123 CC,63 Kmpl,10.87 PS,11 Liters,100 kmph,Tubeless,117 Kg,10.9 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Yamaha R15 V4,166200,4.5,155 CC,45 Kmpl,18.4 PS,11 Liters,140 kmph,Tubeless,141 Kg,14.2 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
Bajaj Pulsar N160,113133,4.4,164 CC,44.38 Kmpl,16 PS,14 Liters,120 kmph,Tubeless,152 Kg,14.65 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
TVS Apache RTR 160,112190,4.2,159 CC,47 Kmpl,16.04 PS,12 Liters,107 kmph,Tubeless,139 Kg,13.85 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Kawasaki Ninja ZX-10R,2079000,4.5,998 CC,12 Kmpl,203 PS,17 Liters,299 kmph,Tubeless,207 Kg,114.9 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Bajaj Pulsar 125,90028,,124 CC,57 Kmpl,11.8 PS,15 Liters,99 kmph,Tubeless,144 Kg,10.8 Nm
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Yamaha XSR 155,149990,4.5,155 CC,45.5 Kmpl,18.4 PS,10 Liters,:   Tubeless,Kg,14.2 Nm,
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
Bajaj Pulsar NS 125,92760,4.3,124 CC,56.46 Kmpl,12 PS,12 Liters,103 kmph,Tubeless,146 Kg,11 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
KTM Duke 390,299648,4.6,398 CC,30 Kmpl,46 PS,15 Liters,167 kmph,Tubeless,168.3 Kg,39 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar 150,110194,4,149 CC,47.5 Kmpl,14 PS,15 Liters,115 kmph,Tubeless,150 Kg,13.4 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Bajaj Pulsar NS200,132962,4.2,199 CC,40.36 Kmpl,24.5 PS,12 Liters,136 kmph,Tubeless,158 Kg,18.74 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Yamaha MT 15 Version 2.0,158200,4.6,155 CC,47.94 Kmpl,18.4 PS,10 Liters,122 kmph,Tubeless,141 Kg,14.1 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
Hero Xtreme 125R,89300,4.6,124 CC,66 Kmpl,11.55 PS,10 Liters,95 kmph,Tubeless,136 Kg,10.5 Nm
